AAII_YR_DATA,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017
Capital_Expenditures,10.2,49.6,56.2,22.0,24.2
Cash_from_Operations,72.4,-12.4,-41.1,-35.6,-89.8
Diluted_EPS,-0.53,-1.028,-0.259,-0.334,-0.271
Goodwill_Intangibles,94.1,62.1,63.8,8.7,9.2
LT_Debt,651.4,0.0,0.0,0.0,0.0
Net_Income,-300.4,-571.1,-140.7,-181.0,-146.9
Revenue,902.6,630.4,400.6,220.5,105.2
Shares_Diluted,567.152,555.36,542.6,542.6,542.6
Total_Assets,2433.7,1441.7,1199.0,697.8,436.4
Total_Liabilities,1598.9,732.9,367.3,186.6,91.5
