AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,24.7,37.1,34.1,104.9,86.7,144.9,56.7,42.8
Cash_from_Operations,-10.0,-843.6,-766.9,553.6,408.8,568.6,370.2,155.0
Diluted_EPS,-0.023,-1.102,-1.35,-2.007,-1.839,0.237,-1.592,-1.006
Goodwill_Intangibles,3416.5,3209.2,2481.2,2174.8,2259.7,1392.7,924.0,716.5
LT_Debt,1358.5,1891.4,1784.1,1961.2,851.3,40.3,0.0,0.0
Net_Income,-19.3,-877.3,-998.6,-1463.3,-1333.5,14.6,-1126.6,-712.0
Revenue,4109.8,4330.5,4210.4,4109.3,3541.7,2463.0,1592.7,770.1
Shares_Diluted,855.4316,795.8195,739.4543,729.2689,725.1168,581.6245,707.696,707.696
Total_Assets,6526.4,6019.6,6829.3,6348.4,6343.8,2863.1,1932.0,1509.4
Total_Liabilities,5640.5,5284.3,5517.4,4991.9,3787.4,1689.7,1686.2,850.9
