AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-0.6,-0.1,-0.3,-0.5,-0.5,0.0,-0.1,0.0,0.0,0.0
Diluted_EPS,-0.005,-0.02,-0.045,-0.04,-0.042,-0.002,-0.01,-0.006,-0.006,-0.006
Goodwill_Intangibles,0.3,0.3,0.4,0.4,0.0,,,,,
LT_Debt,0.3,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-1.1,-2.2,-1.9,-1.6,-1.5,0.0,-0.1,0.0,0.0,0.0
Revenue,,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,195.2649,110.1197,42.3342,40.6017,36.2418,5.2661,5.2661,5.2661,5.2661,5.2661
Total_Assets,0.4,0.5,0.5,0.5,0.1,0.0,0.0,0.1,0.1,0.2
Total_Liabilities,1.4,2.8,2.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0
