AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,2.6,1.1,0.2,1.2,2.5,2.8,1.5,0.4
Cash_from_Operations,-41.7,-37.7,-41.2,-47.6,-41.8,-38.4,-27.6,-19.9
Diluted_EPS,-0.984,-1.887,-2.695,-15.861,-14.014,-13.895,-18.172,-10.413
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,13.4,9.6,7.7,13.8,16.5,11.4,8.9
Net_Income,-43.7,-39.0,-27.8,-56.7,-49.6,-42.5,-35.5,-22.4
Revenue,1.4,,0.0,0.0,0.2,0.7,0.3,0.7
Shares_Diluted,44.436,20.644,10.3201,3.5754,3.5374,3.0575,1.9523,2.1521
Total_Assets,98.5,52.6,31.1,17.5,69.9,112.1,50.3,15.8
Total_Liabilities,89.5,27.6,23.8,23.5,24.4,22.5,17.8,14.3
