AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.9,0.6,0.2,0.2,0.1,0.1
Cash_from_Operations,-40.7,-30.4,-24.5,-25.5,-19.9,-16.4
Diluted_EPS,-2.723,-2.299,-2.226,-2.648,-2.718,-2.474
Goodwill_Intangibles,2.5,2.3,2.6,2.9,3.2,0.0
LT_Debt,39.9,31.5,30.8,30.2,31.4,5.3
Net_Income,-44.3,-33.3,-28.8,-30.2,-29.9,-27.2
Revenue,41.4,29.5,18.2,15.4,8.3,4.2
Shares_Diluted,16.2677,14.4732,12.9344,11.4062,11.0068,11.0068
Total_Assets,67.9,62.5,86.5,67.9,27.2,15.5
Total_Liabilities,53.5,42.4,37.4,37.0,40.9,12.4
