AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,181.6,207.1,318.3,220.5,599.1,,
Cash_from_Operations,114.4,-6.6,383.7,875.3,1127.7,,
Diluted_EPS,-4.654,0.539,39.666,-4.616,-48.475,-6.047,-8.549
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,69.8,24.5,0.0,0.0,0.0,0.0,0.0
Net_Income,-293.7,40.6,3022.2,-362.1,-3802.8,-474.4,-670.6
Revenue,479.8,665.7,1124.8,839.6,2234.5,3631.7,2304.4
Shares_Diluted,63.118,75.36,76.191,78.4493,78.4493,78.4493,78.4493
Total_Assets,816.3,1592.8,2868.1,4444.2,,,
Total_Liabilities,242.7,330.5,529.1,7031.2,,,
