AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-5.7,-9.3,2.2,3.0,-32.0,-104.7,16.8,38.3
Diluted_EPS,0.027,0.123,0.184,0.218,0.545,1.241,1.21,2.275
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,0.7,3.4,5.2,6.1,15.3,34.8,33.9,63.7
Revenue,3.3,6.4,8.2,9.0,18.1,38.0,37.6,69.6
Shares_Diluted,28.0377,28.0082,28.0033,27.9972,28.0,28.0,28.0,28.0
Total_Assets,8.7,14.8,27.2,29.8,32.6,79.8,219.3,236.0
Total_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
