AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,1.4,1.0,1.7,5.9,5.4,2.5,3.0
Cash_from_Operations,8.6,79.1,-156.9,28.7,7.2,29.8,2.8
Diluted_EPS,-0.563,-1.475,-2.515,-0.839,-1.707,-0.504,-0.528
Goodwill_Intangibles,196.3,205.5,216.7,219.7,230.5,238.3,11.4
LT_Debt,355.6,353.6,206.6,0.3,95.6,107.2,30.3
Net_Income,-55.4,-139.1,-224.7,-68.8,-64.1,-38.5,-40.4
Revenue,260.9,187.1,106.0,326.8,291.6,201.6,133.5
Shares_Diluted,98.305,94.303,89.335,81.979,37.54,76.5523,76.5523
Total_Assets,895.4,903.0,795.7,808.0,836.9,570.8,245.3
Total_Liabilities,728.8,733.1,480.1,382.2,421.7,392.6,194.3
