AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.7,2.6,2.9,3.3,12.9,1.9,2.3,4.8
Cash_from_Operations,0.8,-1.6,4.0,3.2,2.7,-0.3,-18.3,-24.5
Diluted_EPS,-0.443,-0.72,0.338,0.37,-0.291,0.542,-0.808,-1.6880000000000002
Goodwill_Intangibles,12.9,18.6,26.2,26.9,25.8,30.0,32.7,78.2
LT_Debt,1.5,0.0,0.0,6.1,0.0,0.0,0.0,0.0
Net_Income,-9.8,-15.7,7.0,7.3,-5.6,10.0,-168.7,-138.4
Revenue,83.4,91.5,83.3,69.6,64.6,62.0,64.6,81.9
Shares_Diluted,22.1862,21.7526,20.8359,19.6519,19.2346,18.4244,208.9207,81.9714
Total_Assets,164.5,159.9,142.6,153.1,153.0,157.9,235.9,298.1
Total_Liabilities,142.0,134.2,101.2,126.9,134.7,135.4,243.6,237.6
