AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,,0.0,0.2,0.5,139.0,129.3,90.5,78.5
Cash_from_Operations,703.7,138.6,524.4,482.6,297.8,-58.5,-60.0,-59.5
Diluted_EPS,0.587,0.967,0.942,0.675,0.518,0.0,0.0,-5.077
Goodwill_Intangibles,39.9,41.4,312.1,44.6,46.2,,,
LT_Debt,4169.0,4307.4,4666.9,3934.6,3621.9,0.0,0.0,0.0
Net_Income,76.1,90.3,-110.6,41.8,29.9,0.0,0.0,-253.9
Revenue,792.6,881.1,869.5,765.7,467.5,0.0,0.0,
Shares_Diluted,129.653,93.2992,71.1857,61.9165,57.7515,50.0,50.0,50.0
Total_Assets,10600.3,11910.3,10951.3,10351.1,9506.7,7793.6,7867.8,7963.6
Total_Liabilities,7960.1,9395.4,9385.3,8726.5,8172.9,1734.7,1740.5,1666.7
