AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.9,35.1,5.0,3.4,1.8,1.4
Cash_from_Operations,-80.7,-60.9,-66.7,-58.5,-34.7,-25.1
Diluted_EPS,-2.517,-2.952,-2.704,-2.413,-1.416,-1.028
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.1,0.1,0.1
Net_Income,-97.2,-109.3,-86.3,-67.5,-37.9,-27.5
Revenue,,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,38.5939,37.0382,31.9245,27.9702,26.7845,26.7845
Total_Assets,155.0,200.1,272.1,195.7,121.7,36.1
Total_Liabilities,76.6,45.1,30.0,8.8,5.0,3.3
