AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,11/30/2016,11/30/2015,11/30/2014
Capital_Expenditures,,,0.0,0.1,0.0,0.0,0.0,
Cash_from_Operations,-0.5,-0.6,-1.1,-1.6,-0.7,0.0,0.0,0.0
Diluted_EPS,-0.001,-0.034,-0.453,-4.963,-1.273,-0.189,-0.192,-0.014
Goodwill_Intangibles,,,,0.4,,,,
LT_Debt,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-5.3,-21.9,-12.1,-8.8,-1.4,0.0,0.0,0.0
Revenue,0.7,0.7,1.6,0.1,0.1,,,0.0
Shares_Diluted,7139.049,641.1409,26.8373,1.7664,1.1143,0.2414,0.2216,0.35
Total_Assets,0.9,0.6,1.4,0.6,0.1,0.0,0.0,0.0
Total_Liabilities,14.8,31.7,11.9,6.4,1.2,0.0,0.0,
