AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,54.8,30.1,31.1,7.7,5.2,4.1,11.1
Cash_from_Operations,221.4,93.4,153.0,95.8,153.9,126.9,188.3
Diluted_EPS,2.831,2.059,2.915,1.471,1.359,1.268,-0.166
Goodwill_Intangibles,1388.0,1257.8,1278.9,1110.8,1073.8,1006.9,905.4
LT_Debt,36.8,7.5,31.0,0.0,0.0,0.0,200.0
Net_Income,113.9,82.1,114.1,56.4,51.1,47.3,-6.1
Revenue,2222.6,1958.6,1717.0,1601.6,1550.1,1774.0,2310.1
Shares_Diluted,40.23,39.867,39.163,38.338,37.619,37.31,37.106
Total_Assets,2107.9,1803.9,1744.5,1598.5,1506.4,1487.4,1723.4
Total_Liabilities,617.3,402.7,401.5,356.8,322.7,332.6,589.6
