AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,157.8,219.5,208.7,44.0,180.3,236.2,85.5
Cash_from_Operations,80.3,88.1,43.4,24.3,50.8,81.8,40.9
Diluted_EPS,-4.485,0.465,-2.133,-12.175,-3.634,2.42,2.155
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,255.1,436.9,301.2,207.5,301.9,264.6,109.0
Net_Income,-111.6,11.5,-47.5,-98.7,-27.3,36.5,30.6
Revenue,195.2,201.2,94.1,58.0,79.5,117.7,79.4
Shares_Diluted,24.8758,24.8011,22.2521,8.1069,7.5218,15.0696,14.2176
Total_Assets,720.8,744.1,591.8,448.2,539.7,559.1,312.9
Total_Liabilities,599.9,521.6,388.1,288.7,356.8,351.4,143.2
