AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,253.7,877.5,1055.8,1410.2,876.3,534.8,960.6
Cash_from_Operations,266.0,558.0,684.9,317.0,120.7,166.7,77.4
Diluted_EPS,-9.336,-9.287,0.559,-0.353,-3.06,-0.333,0.352
Goodwill_Intangibles,,,2.2,55.5,54.5,,
LT_Debt,0.0,1555.8,1417.7,1023.4,538.1,637.8,508.9
Net_Income,-1289.8,-1406.8,97.7,-60.7,-456.0,-47.3,49.8
Revenue,557.9,906.6,1060.7,604.3,278.1,197.8,92.8
Shares_Diluted,138.149,151.481,174.748,171.91,149.029,141.7936,141.7936
Total_Assets,2025.2,2927.0,4166.0,3384.7,2784.8,1634.1,1201.1
Total_Liabilities,2872.5,2506.9,2254.8,1609.5,1015.6,879.9,655.9
