AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,18.5,17.5,15.5,15.8,18.6,
Cash_from_Operations,274.3,288.0,258.3,170.8,161.5,
Diluted_EPS,0.547,0.296,0.422,0.395,0.544,0.226
Goodwill_Intangibles,2529.5,1834.3,626.8,526.4,500.3,
LT_Debt,1775.7,1431.0,246.1,233.8,258.8,0.0
Net_Income,174.7,93.2,126.3,103.1,142.1,59.2
Revenue,1099.1,965.0,801.5,736.7,691.7,628.9
Shares_Diluted,331.7652,314.6108,299.3711,261.2347,261.2347,261.2347
Total_Assets,3165.0,2659.2,1126.0,994.6,923.6,
Total_Liabilities,2592.3,2250.0,784.4,660.0,776.2,
