AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,2.6,0.1,,6.6,19.0,11.5,13.5
Cash_from_Operations,-119.8,-159.1,,-169.2,-323.3,-260.0,-93.7
Diluted_EPS,-5.212,-16.272,-11.889,-95.37,-212.328,-182.896,-86.071
Goodwill_Intangibles,0.0,0.0,1.4,1.4,21.7,12.2,11.0
LT_Debt,131.1,290.2,271.2,271.2,51.2,53.0,0.0
Net_Income,-20.3,-59.7,-352.1,-281.9,-338.2,-534.8,-251.7
Revenue,231.9,93.2,14.7,225.1,93.4,276.6,116.9
Shares_Diluted,3.8947,3.6688,29.6154,2.9554,1.5928,2.9239,2.9239
Total_Assets,177.3,174.8,375.2,762.9,1041.6,751.0,328.5
Total_Liabilities,316.7,457.7,707.5,696.5,705.1,715.6,285.4
