AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.1,0.1,0.3,0.6,1.2,0.6,0.2
Cash_from_Operations,-0.7,0.3,-7.6,-17.9,-27.5,-26.3,-22.6
Diluted_EPS,-1.192,-14.824,-29.076,-97.1,-100.75,-131.974,-109.596
Goodwill_Intangibles,0.0,0.4,13.4,13.5,23.5,23.8,24.8
LT_Debt,2.9,2.7,9.2,8.3,0.0,0.0,0.0
Net_Income,-2.6,-11.4,-10.7,-32.0,-31.5,-32.7,-24.8
Revenue,10.1,16.6,8.8,6.0,4.4,5.4,4.4
Shares_Diluted,2.165,0.7697,0.3669,0.3301,0.3125,0.2476,0.2262
Total_Assets,9.4,11.8,23.1,27.1,48.7,52.6,78.0
Total_Liabilities,4.6,4.6,15.8,11.8,3.9,3.1,2.6
