AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,,,,0.0,0.1,,0.0,0.0,0.0
Cash_from_Operations,-24.6,-24.6,-33.8,-43.4,-41.9,3.1,-25.7,-24.3,-36.0,-2.2
Diluted_EPS,-6.013,-9.345,0.379,-14.801,-10.347,-6.647,-7.881,-9.254,-4.472,-0.178
Goodwill_Intangibles,14.9,14.9,30.1,30.1,49.1,49.1,49.1,49.1,49.1,26.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,3.8,8.5,0.0,0.0
Net_Income,-32.1,-49.9,1.9,-72.2,-50.2,-31.5,-31.0,-27.1,-56.9,-3.3
Revenue,,0.0,41.2,,,,,,0.0,0.0
Shares_Diluted,5.3402,5.3402,5.1146,4.8768,4.8491,4.7421,3.9393,2.9265,12.7244,18.2781
Total_Assets,55.1,77.1,57.6,77.5,139.1,183.7,132.9,82.6,68.5,29.2
Total_Liabilities,75.1,69.1,5.0,49.7,48.9,52.1,27.0,27.3,17.0,9.0
