AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.1,1.0,0.2,0.5,0.7,1.3,2.2,0.6,0.5,0.4
Cash_from_Operations,56.9,40.5,48.8,72.2,84.6,93.0,102.3,87.2,97.9,81.4
Diluted_EPS,-0.132,0.726,-0.218,-0.027,-0.221,-0.761,0.039,-0.063,-0.119,0.096
Goodwill_Intangibles,10.6,11.6,25.1,27.0,28.8,31.1,37.6,39.8,41.8,41.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-6.6,36.8,-11.0,-1.4,-11.1,-38.1,2.0,-3.1,-6.0,4.8
Revenue,232.5,250.5,238.9,250.5,244.0,252.5,245.4,236.3,230.2,213.6
Shares_Diluted,50.139,50.645,50.402,50.216,50.082,50.082,50.082,50.082,50.082,50.082
Total_Assets,1590.7,1854.5,1843.4,1744.9,1615.6,1644.5,1583.7,1480.8,1417.6,1216.3
Total_Liabilities,1462.9,1533.9,1542.5,1485.1,1427.8,1420.9,1334.6,1233.8,1159.2,970.5
