AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,354.5,137.3,71.1,41.6,32.2,26.2
Cash_from_Operations,14620.1,958.0,-14.5,-213.8,-63.4,-56.6
Diluted_EPS,40.668,42.676,0.065,-0.915,-0.229,-0.408
Goodwill_Intangibles,236.6,217.9,176.0,96.3,94.8,90.0
LT_Debt,189.7,184.8,248.8,74.2,6.0,0.0
Net_Income,10159.0,11083.0,16.4,-192.8,-51.7,-92.2
Revenue,18640.1,20434.1,519.4,116.9,137.4,66.3
Shares_Diluted,249.8,259.7,253.3,210.6541,226.2623,226.2623
Total_Assets,25066.9,17046.6,2496.7,858.9,703.1,403.5
Total_Liabilities,3471.1,4239.5,1019.5,327.5,416.5,456.6
