AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,6.7,25.6,0.0,0.0,0.0,0.1
Cash_from_Operations,-31.9,-16.7,0.3,8.0,-7.1,-17.7
Diluted_EPS,-6.217,-73.847,-7.547,-7.92,-6.838,-9.128
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.6,9.0,8.8,10.5
Net_Income,-40.5,-103.3,-3.2,-5.0,-4.3,-5.8
Revenue,4.5,19.8,16.2,20.4,10.8,1.2
Shares_Diluted,6.5135,1.3991,0.4176,0.6301,0.6301,0.6301
Total_Assets,153.5,184.2,107.7,48.7,60.2,57.8
Total_Liabilities,15.8,35.8,47.7,28.7,37.2,44.5
