AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,459.0,553.0,380.0,524.0,589.0
Diluted_EPS,2.658,7.523,3.864,8.523,9.473
Goodwill_Intangibles,135.0,141.0,155.0,195.0,
LT_Debt,1003.0,1358.0,22.0,25.0,0.0
Net_Income,118.0,331.0,170.0,377.0,419.0
Revenue,3628.0,2828.0,2385.0,4017.0,4119.0
Shares_Diluted,44.4,44.0,44.0,44.2328,44.2328
Total_Assets,2710.0,2597.0,2911.0,3470.0,
Total_Liabilities,2032.0,2415.0,799.0,953.0,
