AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,3.7,2.1,2.3,2.1,1.5,0.4,0.5
Cash_from_Operations,-27.3,-13.8,-8.0,-20.1,-20.1,-18.0,-19.1
Diluted_EPS,-1.37,-0.756,-0.562,-0.887,-1.018,-1.613,-0.816
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Net_Income,-43.0,-22.9,-16.4,-25.2,-26.6,-18.4,-18.4
Revenue,109.1,108.5,96.3,78.7,61.6,38.6,17.9
Shares_Diluted,31.388,30.313,29.119,28.42,26.159,11.384,22.5018
Total_Assets,147.9,141.0,135.6,129.8,144.6,63.0,21.0
Total_Liabilities,29.8,20.0,18.4,15.4,14.4,9.1,6.9
