AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,11.5,9.1,7.1,8.8,3.5,5.4
Cash_from_Operations,150.4,163.8,193.4,93.0,76.9,62.2
Diluted_EPS,0.914,0.772,0.857,1.427,0.309,0.183
Goodwill_Intangibles,292.4,180.7,160.1,137.7,138.6,150.5
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,22.4,19.3,20.9,32.4,39.0,23.1
Revenue,671.0,606.1,582.2,465.8,416.2,361.4
Shares_Diluted,24.5,25.0,24.4,22.7,126.4,126.4
Total_Assets,765.7,681.6,568.8,384.6,194.9,211.6
Total_Liabilities,656.5,583.0,488.8,330.5,56.3,48.6
