AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-1.4,-2.0,-1.7,2.4,-0.9,-1.2,-0.8
Diluted_EPS,-0.676,-0.7,-0.694,0.792,-234.985,,
Goodwill_Intangibles,,,,,0.0,0.0,0.0
LT_Debt,0.1,0.0,0.0,0.0,0.2,0.1,0.1
Net_Income,-3.5,-3.3,-3.2,2.9,-1.8,-3.4,-2.4
Revenue,0.8,0.2,0.3,0.4,0.3,0.3,0.4
Shares_Diluted,5.2154,4.6902,4.6473,3.7107,0.0077,,
Total_Assets,0.3,0.1,0.5,1.0,0.1,0.1,0.1
Total_Liabilities,15.0,13.4,11.3,9.4,13.8,12.3,11.1
