AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,64.0,45.4,47.1,65.6,49.1,49.3,42.5,35.2,51.5,20.2
Cash_from_Operations,459.5,488.6,490.3,488.2,457.8,347.2,377.5,257.0,255.9,223.9
Diluted_EPS,5.187,5.337,3.387,4.261,4.544,2.847,2.364,1.588,1.802,0.336
Goodwill_Intangibles,2022.0,1251.3,1306.1,1384.2,1430.1,1155.5,1074.2,1086.5,1125.9,660.0
LT_Debt,2081.9,1429.5,1429.4,1427.6,1409.5,1442.3,1415.6,1457.5,1215.0,1272.0
Net_Income,458.0,483.0,314.3,401.8,434.9,273.3,229.1,153.9,175.2,31.5
Revenue,3271.9,2867.4,2719.9,2854.0,2731.7,2408.2,2238.0,2068.1,2118.3,2069.6
Shares_Diluted,88.3,90.5,92.8,94.3,95.7,96.0,96.9,96.9,97.2,96.1
Total_Assets,3991.2,3051.0,3069.4,2967.2,2810.2,2542.0,2247.4,2263.0,2015.9,2000.6
Total_Liabilities,3049.4,2291.9,2240.0,2209.8,2159.2,2140.4,2134.1,2237.4,2020.7,2066.7
