AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,91.0,213.0,188.0,110.0,102.5,53.4
Cash_from_Operations,-192.0,-360.0,-179.0,-1.2,-7.3,18.9
Diluted_EPS,-4.885,-4.92,-3.167,-2.494,-0.61,-0.345
Goodwill_Intangibles,338.0,307.0,393.0,413.9,653.1,
LT_Debt,338.0,193.0,13.0,62.2,11.1,0.0
Net_Income,-545.0,-500.0,-276.0,-217.0,-53.1,-30.0
Revenue,1373.0,1902.0,2228.0,2322.2,2218.3,1588.6
Shares_Diluted,111.56,101.62,87.16,87.0,87.0,87.0
Total_Assets,2288.0,2743.0,2632.0,1662.5,1739.1,
Total_Liabilities,1049.0,1014.0,806.0,826.9,891.7,
