AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015
Capital_Expenditures,330.4,223.5,229.6,205.3,115.2,158.5,125.3,114.5
Cash_from_Operations,7291.8,11568.3,2148.3,2300.1,1183.1,4759.9,2134.4,1405.2
Diluted_EPS,2.612,2.222,1.78,1.531,1.286,1.027,0.872,0.782
Goodwill_Intangibles,940.5,940.5,940.5,940.5,940.5,940.5,940.5,963.1
LT_Debt,19506.9,14743.2,12882.8,13109.1,11708.0,9173.1,6555.0,5884.5
Net_Income,4844.3,4091.0,3266.4,2762.3,2240.4,1763.6,1479.8,1275.2
Revenue,16730.9,16013.4,15210.4,13073.5,10585.5,9105.7,7849.1,6435.1
Shares_Diluted,1854.493,1841.16,1835.264,1804.551,1742.6,1716.933,1696.933,1631.533
Total_Assets,264977.0,225646.0,200322.0,166665.0,142660.0,113791.0,97095.9,80428.4
Total_Liabilities,233541.0,198543.0,176564.0,146176.0,127924.0,100914.0,86186.0,70787.6
