AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.0,,0.0,0.1
Cash_from_Operations,-2.7,-4.6,-6.6,-5.0,-12.1,-14.5,-23.1
Diluted_EPS,-0.234,-0.32,-0.867,-0.242,-1.79,0.603,-7.672
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,1.5,7.1
Net_Income,-2.6,-3.6,-9.7,-2.7,-12.6,1.6,-17.3
Revenue,1.1,1.1,1.9,3.5,2.7,3.7,8.5
Shares_Diluted,11.2982,11.2938,11.1924,10.9872,7.0604,2.7029,2.2501
Total_Assets,2.0,4.5,9.6,16.0,20.9,9.8,14.7
Total_Liabilities,6.6,6.0,7.4,8.4,11.0,11.4,24.2
