AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.1,0.1,0.0,0.1,0.2,0.0,0.1,0.2,0.5,0.0
Cash_from_Operations,-3.1,-2.6,-2.1,-2.9,-5.6,-2.1,-4.7,-6.1,-4.2,-2.9
Diluted_EPS,-0.072,-0.052,-0.255,-0.286,-0.669,-0.963,-1.405,-3.025,1.004,1.004
Goodwill_Intangibles,5.9,5.2,6.0,11.4,12.9,5.2,6.4,5.1,0.5,0.7
LT_Debt,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-4.5,-3.1,-10.5,-7.3,-5.7,-5.5,-7.6,-11.3,3.2,3.2
Revenue,41.1,30.0,18.0,19.0,20.1,24.4,21.2,14.1,8.3,8.3
Shares_Diluted,62.1994,60.4079,41.2897,25.5166,8.5417,5.6749,5.3805,3.7379,3.17,3.17
Total_Assets,85.7,90.8,44.8,23.9,22.9,13.6,17.0,21.5,10.1,2.9
Total_Liabilities,15.4,16.0,12.9,10.2,15.7,8.3,8.0,7.4,5.8,4.4
