AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.5,0.4,,,0.0,0.0,0.0,
Cash_from_Operations,-47.2,-1.1,-59.2,-53.4,-24.6,-45.4,-44.2,-16.5
Diluted_EPS,-0.177,-0.465,-1.76,-1.754,-5.48,-6.154,-15.358,-5.494
Goodwill_Intangibles,2.5,2.3,2.1,1.5,1.0,0.8,0.6,0.4
LT_Debt,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-19.1,-31.2,-54.0,-29.2,-43.3,-30.1,-53.4,-17.2
Revenue,25.9,25.8,,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,108.4444,67.0089,30.6895,16.6351,7.8987,4.8848,3.4754,3.1355
Total_Assets,60.9,38.5,4.4,28.2,38.2,9.3,16.6,45.3
Total_Liabilities,15.4,56.3,19.4,22.8,25.9,8.5,17.1,7.4
