AAII_YR_DATA,11/30/2021,11/30/2020,11/30/2019,11/30/2018,11/30/2017,11/30/2016,11/30/2015,11/30/2014
Capital_Expenditures,0.0,0.0,0.0,0.1,2.4,0.7,0.6,1.0
Cash_from_Operations,-3.2,0.1,-8.8,-16.5,-8.0,-8.2,-5.0,-2.2
Diluted_EPS,-0.23,-0.189,-0.493,-3.797,-3.756,-4.997,-4.115,-2.143
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Net_Income,-6.8,-4.5,-10.6,-18.1,-11.6,-13.3,-9.8,-4.9
Revenue,,1.8,4.6,2.3,7.2,3.0,5.4,11.2
Shares_Diluted,29.43,23.5619,21.5801,4.7623,3.1014,2.67,2.3768,2.3051
Total_Assets,2.8,4.5,5.0,15.1,9.7,10.5,6.9,10.1
Total_Liabilities,13.5,12.8,9.8,9.7,9.2,9.0,7.1,3.8
