AAII_YR_DATA,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
Capital_Expenditures,,0.0,0.0,0.0,0.0,0.0,
Cash_from_Operations,-0.1,-0.7,-0.6,-0.7,-0.7,-0.6,-0.2
Diluted_EPS,-0.002,-0.002,-0.002,-0.005,-0.008,-0.009,-0.004
Goodwill_Intangibles,0.2,0.3,0.3,0.4,1.9,0.5,0.1
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-1.3,-1.3,-1.0,-2.5,-1.4,-0.6,-0.3
Revenue,0.3,0.4,0.3,0.2,0.2,0.2,0.1
Shares_Diluted,537.593,510.5746,480.2292,458.5794,175.8512,71.0781,79.7454
Total_Assets,0.2,0.3,0.5,0.4,2.0,0.6,0.1
Total_Liabilities,4.5,3.3,2.9,2.1,1.8,0.8,0.4
