AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,,0.1,,,,
Cash_from_Operations,-0.5,-0.6,-0.5,-0.5,-0.2,-0.1
Diluted_EPS,-0.003,-0.002,-0.005,-0.004,-0.004,-0.002
Goodwill_Intangibles,0.2,0.2,0.2,0.2,0.2,0.2
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-1.1,-0.6,-1.3,-0.7,-0.6,-0.2
Revenue,,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,357.6908,293.4707,229.9753,184.2145,140.6555,136.0525
Total_Assets,0.4,0.4,0.3,0.7,0.4,0.4
Total_Liabilities,0.4,0.3,0.1,0.1,0.1,0.0
