AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,2.2,6.4,5.2,5.3,0.9,0.0,0.1
Cash_from_Operations,-16.0,11.9,25.4,54.4,28.2,12.9,-5.8
Diluted_EPS,-0.086,-0.011,0.008,0.218,-0.069,-0.016,-0.145
Goodwill_Intangibles,100.6,104.1,15.4,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-9.3,-1.2,0.8,17.9,-7.0,-1.6,-14.5
Revenue,178.3,239.9,183.5,163.2,87.5,36.8,7.0
Shares_Diluted,107.465,106.1848,108.9159,82.3019,100.2475,100.2475,100.2475
Total_Assets,453.2,472.0,466.6,457.8,190.0,80.6,21.3
Total_Liabilities,99.2,125.3,98.6,83.2,42.8,20.0,7.8
