AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,2.9,12.1,2.2,2.2,1.4,1.1,0.3,0.9
Cash_from_Operations,-20.1,4.9,18.6,-1.5,18.5,12.6,8.3,4.6
Diluted_EPS,0.142,-0.64,0.061,-0.037,-0.33,0.183,0.311,0.172
Goodwill_Intangibles,640.5,655.2,512.9,364.5,37.8,35.3,17.4,
LT_Debt,377.5,327.0,45.4,10.7,5.0,2.4,5.1,0.0
Net_Income,7.9,-31.8,3.4,-1.9,-16.6,8.9,15.1,8.4
Revenue,357.1,247.8,201.5,115.2,76.6,49.2,32.0,22.2
Shares_Diluted,55.931,49.701,55.758,51.552,50.261,48.5944,48.5944,48.5944
Total_Assets,1157.3,1204.9,920.5,635.9,268.5,86.6,64.9,
Total_Liabilities,775.6,827.7,477.8,315.1,53.2,25.1,16.5,
