AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,78.2,33.6,1.7,4.3,13.1,34.8,6.6,2.2,0.2
Cash_from_Operations,-337.5,-274.4,-171.7,-152.1,-63.4,-48.8,-38.6,-25.3,-5.4
Diluted_EPS,-1.042,-0.891,-0.588,-0.431,-1.216,-1.197,-1.474,-3.312,-0.08
Goodwill_Intangibles,20.0,1.4,1.5,0.0,0.6,2.8,5.1,7.3,0.0
LT_Debt,241.3,306.3,254.4,0.0,5.9,1.7,2.0,0.0,0.0
Net_Income,-416.6,-346.8,-221.9,-157.8,-96.2,-96.4,-120.8,-236.9,-6.2
Revenue,0.2,0.9,0.6,2.2,0.0,0.0,0.0,0.2,0.6
Shares_Diluted,399.9004,389.2342,377.0675,366.3249,79.1322,80.5839,81.979,71.5196,76.9636
Total_Assets,362.4,468.9,221.4,143.1,181.9,250.4,317.5,366.8,60.0
Total_Liabilities,809.7,711.1,341.2,22.4,35.9,31.6,24.1,10.9,2.4
