AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,7.4,4.1,13.6,3.7,3.2,13.5,5.2,33.5
Cash_from_Operations,220.2,276.0,280.9,225.9,168.3,135.4,118.4,112.6
Diluted_EPS,2.526,1.251,3.106,0.953,1.517,1.549,0.576,0.629
Goodwill_Intangibles,188.0,194.2,200.6,185.4,45.6,42.9,1.2,0.6
LT_Debt,0.0,0.0,0.0,261.3,0.0,173.7,174.1,0.0
Net_Income,171.9,83.4,196.2,58.3,88.7,96.8,68.8,75.5
Revenue,578.0,626.7,585.9,446.3,366.4,322.0,287.1,242.6
Shares_Diluted,68.0567,66.6835,63.1755,61.1504,58.4741,62.4987,119.384,120.1384
Total_Assets,2456.1,2238.9,1917.5,1570.5,1212.1,1006.2,874.5,621.9
Total_Liabilities,487.8,489.5,696.2,601.8,433.8,359.9,327.1,119.4
