AAII_YR_DATA,08/31/2022,08/31/2021,08/31/2020,08/31/2019,08/31/2018,08/31/2017
Capital_Expenditures,26.8,14.1,14.4,10.7,7.1,6.0
Cash_from_Operations,23.7,-7.1,-13.0,6.0,5.2,2.9
Diluted_EPS,-0.079,-1.207,-2.082,0.175,0.221,0.089
Goodwill_Intangibles,1.7,0.9,0.7,,,
LT_Debt,0.0,0.5,1.5,2.4,3.4,2.9
Net_Income,-0.8,-10.3,-17.4,1.5,1.7,0.7
Revenue,141.1,64.9,45.2,64.2,51.7,37.3
Shares_Diluted,9.719,8.528,8.338,8.3351,7.9001,7.9001
Total_Assets,201.4,177.7,118.4,76.4,32.1,23.2
Total_Liabilities,108.1,86.8,72.7,14.2,10.6,8.5
