AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-62.9,-30.4,-18.0,-18.7,-7.8,-10.2,-2.5,2.6
Diluted_EPS,-6.447,-3.956,-3.622,-2.918,-0.164,2.227,0.078,-0.076
Goodwill_Intangibles,692.3,141.4,104.0,117.4,55.8,42.6,9.0,1.0
LT_Debt,479.7,54.9,42.3,16.8,6.6,1.5,5.9,0.0
Net_Income,-111.3,-59.4,-44.6,-35.0,-2.0,22.8,0.8,-0.8
Revenue,252.8,110.4,66.4,55.4,26.9,10.7,8.1,1.5
Shares_Diluted,17.2615,15.0184,12.3012,11.9873,11.9445,10.2322,9.963,9.963
Total_Assets,883.9,245.0,156.3,167.7,78.3,61.7,11.8,3.1
Total_Liabilities,804.6,154.1,91.4,77.0,17.3,7.1,8.2,3.5
