AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,24.2,28.4,11.3,3.5,2.1
Cash_from_Operations,-109.1,-568.7,-355.3,-215.6,-64.9
Diluted_EPS,-3.277,-2.719,-1.513,-2.393,-0.852
Goodwill_Intangibles,158.9,187.0,78.2,78.7,82.1
LT_Debt,402.2,610.6,0.0,0.2,16.0
Net_Income,-451.9,-370.9,-202.8,-275.7,-98.2
Revenue,1948.9,3184.3,1357.7,1191.8,855.4
Shares_Diluted,137.9074,136.4298,134.044,115.2371,115.2371
Total_Assets,1619.0,2366.8,1724.1,563.4,392.8
Total_Liabilities,1143.8,1451.6,497.0,262.9,170.6
