AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,8.1,4.9,6.5,11.9,2.2,19.5,0.3,4.1,7.9,45.3
Cash_from_Operations,38.0,20.0,14.8,13.0,10.3,17.6,11.2,10.5,31.3,32.2
Diluted_EPS,1.51,0.487,0.035,0.321,0.242,0.285,-0.135,-1.085,0.267,-0.5379999999999999
Goodwill_Intangibles,,,,,,17.5,0.0,0.0,0.0,0.3
LT_Debt,0.0,0.0,0.0,0.0,0.0,2.9,0.0,26.8,31.5,33.1
Net_Income,35.4,11.6,0.9,8.7,6.7,7.4,-3.1,-25.5,6.6,-13.5
Revenue,70.0,42.4,24.4,26.7,29.7,25.8,25.4,23.8,52.9,46.5
Shares_Diluted,23.4062,23.8571,25.1225,27.1294,27.4741,26.1333,22.941,23.525,24.812,25.1293
Total_Assets,123.9,99.5,86.7,97.7,87.9,86.4,127.3,122.5,166.5,172.1
Total_Liabilities,19.6,20.2,17.7,21.3,18.0,22.7,74.5,54.9,74.9,79.4
