AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,11.7,6.9,6.9,8.8,8.1,6.6,9.5,6.8,2.6,4.8
Cash_from_Operations,13.6,255.9,38.1,25.3,117.3,66.5,74.5,72.1,71.4,96.9
Diluted_EPS,2.594,3.546,1.078,1.945,2.216,1.318,1.656,1.694,1.271,0.238
Goodwill_Intangibles,55.7,48.1,52.1,22.3,15.4,,,,,
LT_Debt,0.0,0.0,0.0,0.0,6.6,7.7,8.7,9.7,10.6,11.5
Net_Income,104.2,142.5,42.8,76.9,87.3,51.5,64.7,66.4,49.5,9.3
Revenue,1301.7,1296.4,716.9,806.4,814.8,719.7,717.5,689.1,572.2,435.9
Shares_Diluted,40.186,40.187,39.735,39.548,39.383,39.1,39.035,39.162,38.978,38.815
Total_Assets,1003.7,1045.2,779.1,709.0,566.4,459.7,394.0,321.2,233.6,167.3
Total_Liabilities,290.2,348.9,232.3,214.1,156.8,144.8,135.2,132.2,116.8,104.8
