AAII_YR_DATA,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013
Capital_Expenditures,,,,,,,3.1,1.1
Cash_from_Operations,,,,,,,8.1,3.9
Diluted_EPS,0.87,0.025,0.069,0.023,0.025,0.007,0.121,0.062
Goodwill_Intangibles,,,,,,,5.3,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,4.4,1.4
Net_Income,,,,,,,2.7,1.4
Revenue,71.8,87.3,91.4,70.8,78.8,86.7,78.4,56.4
Shares_Diluted,22.6155,27.2005,27.1417,26.3847,24.5001,22.6155,22.6155,22.6155
Total_Assets,,,,,,,52.1,42.0
Total_Liabilities,,,,,,,28.3,21.6
