AAII_YR_DATA,12/31/2018,12/31/2017,12/31/2016,12/31/2015,09/30/2015,09/30/2014,09/30/2013
Capital_Expenditures,0.0,0.2,0.1,0.0,0.5,0.1,0.0
Cash_from_Operations,-14.6,-3.4,-0.9,1.6,-2.3,-1.0,-1.1
Diluted_EPS,-0.685,-0.708,-0.077,-0.025,-0.29,-0.314,-0.392
Goodwill_Intangibles,8.8,9.8,10.9,11.1,11.0,6.6,2.4
LT_Debt,0.0,0.0,4.0,4.9,5.7,0.0,0.4
Net_Income,-17.1,-15.0,-1.4,-0.4,-4.5,-4.5,-5.2
Revenue,39.7,43.0,29.4,7.2,15.8,9.9,7.8
Shares_Diluted,24.9262,21.25,18.2474,17.1555,15.6321,14.375,13.3879
Total_Assets,22.9,27.4,30.1,20.8,18.6,10.1,6.5
Total_Liabilities,9.8,18.2,13.1,15.6,13.3,7.5,5.4
