AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,35.3,16.8,10.9,19.4,14.3,13.4,5.6,6.6,5.9,7.0
Cash_from_Operations,89.3,195.8,96.5,155.2,140.3,65.7,118.1,135.5,118.5,127.8
Diluted_EPS,4.964,5.658,-6.433,5.846,4.365,-18.955,5.494,5.516,1.896,3.701
Goodwill_Intangibles,851.0,791.0,801.3,919.0,931.2,1504.8,1460.9,1470.4,1479.8,1491.5
LT_Debt,1300.6,1371.2,1593.8,1403.3,1400.3,1370.9,1396.9,1406.6,1417.1,1364.1
Net_Income,78.9,95.6,-104.4,100.8,77.6,-336.0,99.6,103.5,35.9,70.8
Revenue,909.4,896.2,689.3,910.2,780.9,731.7,787.6,681.1,655.0,640.5
Shares_Diluted,15.901,16.89,16.23,17.245,17.789,17.725,18.125,18.768,18.956,19.141
Total_Assets,1881.5,1999.4,2074.9,2049.5,1774.7,1735.6,2278.6,2331.8,2393.7,2404.6
Total_Liabilities,2182.6,2242.2,2429.6,2291.3,1977.0,1951.2,2025.8,2064.6,2114.7,2089.5
