AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,17.8,2.1,2.6,4.8,7.0,3.8,5.7,4.3
Cash_from_Operations,6.1,-34.9,-32.5,-53.4,-35.6,-31.9,-29.6,-23.8
Diluted_EPS,-0.276,-0.822,-0.907,-1.209,-1.147,-1.001,-0.925,-0.954
Goodwill_Intangibles,0.8,1.4,2.0,2.6,2.7,2.4,1.9,1.2
LT_Debt,71.3,69.1,36.0,20.1,11.9,9.9,0.0,0.0
Net_Income,-18.6,-47.4,-50.5,-61.9,-50.6,-42.2,-38.3,-33.6
Revenue,171.6,88.0,70.8,52.5,49.3,39.4,30.6,27.4
Shares_Diluted,67.541,57.603,55.669,51.169,44.1,42.157,41.346,35.253
Total_Assets,223.5,111.5,93.0,122.3,80.3,70.7,92.0,121.8
Total_Liabilities,129.3,99.3,59.4,51.1,42.2,22.1,13.9,12.6
