AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,1.2,1.7,2.1,1.0,0.8,2.2
Cash_from_Operations,30.1,38.0,17.1,-13.9,-51.7,-5.3
Diluted_EPS,-1.94,-1.808,-0.458,-1.102,-1.163,-0.623
Goodwill_Intangibles,92.0,126.5,17.1,18.4,5.4,1.7
LT_Debt,452.8,372.1,354.2,5.6,2.8,3.5
Net_Income,-71.5,-65.0,-14.8,-34.2,-36.1,-19.3
Revenue,337.4,297.7,189.5,107.1,75.5,52.1
Shares_Diluted,36.8561,35.955,32.3236,30.9952,30.9952,30.9952
Total_Assets,923.8,931.6,861.2,236.4,111.0,69.8
Total_Liabilities,658.1,584.7,515.8,87.6,57.1,46.7
