AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,10.2,7.2,6.6,14.2,7.3,5.5
Cash_from_Operations,53.5,28.2,14.1,13.9,7.1,6.2
Diluted_EPS,1.774,1.399,1.035,0.501,0.392,0.369
Goodwill_Intangibles,88.5,83.3,30.8,11.4,11.8,8.7
LT_Debt,40.3,14.7,12.7,76.4,66.0,51.9
Net_Income,31.3,21.1,10.0,4.8,3.7,3.5
Revenue,123.5,95.3,57.3,46.9,40.2,38.4
Shares_Diluted,17.6495,15.1128,9.6424,9.4866,9.4866,9.4866
Total_Assets,3084.8,2384.6,1476.6,1030.3,980.5,843.1
Total_Liabilities,2724.0,2038.9,1277.8,931.2,887.6,755.8
