AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,68.0,21.8,6.5,8.9,9.9,2.7
Cash_from_Operations,1663.3,-47.6,-190.9,-129.6,-94.1,-66.4
Diluted_EPS,3.826,3.961,-2.506,-5.756,-1.059,-0.159
Goodwill_Intangibles,49.7,50.2,50.8,52.6,53.9,52.8
LT_Debt,0.0,0.0,0.7,0.9,0.0,0.0
Net_Income,515.8,528.6,-298.7,-174.7,-115.9,-69.9
Revenue,1615.8,1095.4,76.4,8.1,10.7,2.7
Shares_Diluted,134.8109,133.4371,119.1594,30.3499,109.3972,440.2606
Total_Assets,2802.1,1954.3,918.8,512.1,191.6,251.6
Total_Liabilities,724.1,522.4,201.9,88.1,61.6,28.0
