AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
Capital_Expenditures,0.4,0.1,,,0.0,1.2,0.0,0.0,0.0
Cash_from_Operations,-1.5,0.2,-0.4,0.0,-0.2,-0.3,-0.3,-0.5,-0.3
Diluted_EPS,-0.02,-0.013,-3.327,-4.484,,,,,
Goodwill_Intangibles,3.3,2.2,,,,,,,0.0
LT_Debt,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Net_Income,,-2.7,-12.4,-6.4,-2.7,-0.8,-0.4,-0.9,-1.3
Revenue,,2.4,0.7,0.3,0.1,0.0,0.0,0.3,0.0
Shares_Diluted,217.3454,3.7131,1.4206,,,,,,
Total_Assets,14.2,12.8,0.1,0.2,1.6,1.7,0.8,0.7,0.0
Total_Liabilities,,10.2,1.0,0.8,1.7,2.6,1.3,1.3,0.7
