AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,5.2,12.7,8.1,5.2,2.5,5.1,1.2,1.9
Cash_from_Operations,335.2,376.2,250.6,227.4,134.3,96.2,39.5,40.7
Diluted_EPS,3.812,3.754,2.883,1.259,0.903,0.433,-0.091,0.057
Goodwill_Intangibles,2296.4,2331.6,1567.4,1580.2,671.8,692.1,718.5,549.1
LT_Debt,985.5,1127.9,769.0,924.5,268.9,483.2,418.5,311.9
Net_Income,275.5,278.4,212.5,92.5,63.7,25.8,-6.1,3.8
Revenue,854.8,890.3,775.4,612.4,413.4,409.6,297.9,240.8
Shares_Diluted,72.266,74.151,73.719,73.466,70.5105,59.5773,66.8187,66.8187
Total_Assets,2540.9,2579.7,1730.7,1753.3,801.5,792.6,851.0,620.4
Total_Liabilities,1475.5,1649.8,1023.2,1215.4,346.0,561.4,520.0,371.0
