AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,12.5,10.9,8.1,13.2,8.9,24.4,13.9,18.6,25.9,20.2
Cash_from_Operations,85.4,18.0,136.7,132.2,101.7,99.8,129.2,164.3,146.5,115.3
Diluted_EPS,3.642,2.888,-1.089,1.855,0.619,-7.935,1.756,2.613,3.448,2.917
Goodwill_Intangibles,648.4,652.8,614.7,678.3,693.1,718.1,881.2,846.4,591.8,557.9
LT_Debt,290.0,232.2,202.8,208.3,53.9,342.5,292.1,307.4,327.9,143.8
Net_Income,75.6,63.0,-23.8,41.7,13.6,-170.1,37.6,59.1,79.1,66.4
Revenue,1159.0,927.0,871.0,965.5,878.0,807.7,798.0,769.0,701.5,602.8
Shares_Diluted,20.746,21.809,21.882,22.507,22.058,21.439,21.424,22.6,22.925,22.777
Total_Assets,1199.0,1119.3,1051.0,1104.3,1049.5,1036.9,1153.2,1159.5,1155.9,885.6
Total_Liabilities,647.0,547.4,499.0,518.8,508.9,533.6,505.2,507.2,555.3,355.3
