AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,11/30/2018,11/30/2017,11/30/2016,11/30/2015,11/30/2014
Capital_Expenditures,12.4,7.9,1.5,12.1,0.5,5.6,1.0,1.4,1.0,0.0
Cash_from_Operations,-24.9,-26.9,-78.0,-13.2,-1.1,-15.7,-3.8,-3.8,-2.7,-1.4
Diluted_EPS,-0.593,-0.744,0.052,-1.516,-0.178,-1.368,-1.278,-1.304,-0.959,-1.219
Goodwill_Intangibles,17.9,20.2,21.8,22.4,31.9,31.9,25.7,24.6,26.2,
LT_Debt,13.4,4.9,7.3,12.1,3.5,2.7,4.5,4.3,2.5,0.0
Net_Income,-14.9,-18.1,1.1,-24.1,-2.7,-18.3,-12.4,-11.1,-4.5,-5.5
Revenue,36.0,35.5,7.7,3.9,1.9,18.7,10.1,6.4,3.0,
Shares_Diluted,25.0963,24.2737,21.3203,15.908,15.423,13.3741,9.68,8.5216,4.6499,4.5135
Total_Assets,90.9,59.8,77.7,92.5,73.9,75.4,39.9,33.5,38.7,2.2
Total_Liabilities,63.4,21.4,25.1,87.0,47.8,47.1,25.7,21.0,23.7,5.2
