AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.1,0.3,,0.0,0.0,0.0,0.0
Cash_from_Operations,-38.1,-44.8,-84.6,-45.3,-31.7,-37.4,-9.5,-3.5
Diluted_EPS,-0.777,-0.913,0.641,-3.105,-2.255,-2.624,-0.421,-0.231
Goodwill_Intangibles,27.3,32.4,37.4,42.4,68.2,43.8,7.4,7.4
LT_Debt,17.1,0.0,0.0,37.8,18.4,0.0,0.0,0.0
Net_Income,-45.1,-49.5,31.9,-113.5,-48.6,-43.6,-9.7,-5.3
Revenue,30.7,21.7,18.0,7.0,,,,
Shares_Diluted,57.9765,54.1825,49.7245,36.5448,21.5504,16.6067,22.9554,22.9554
Total_Assets,121.1,117.6,170.3,103.9,137.5,97.3,23.7,22.6
Total_Liabilities,55.5,45.4,57.3,115.8,70.6,7.0,4.9,4.8
