AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.8,0.5,1.4,0.6,0.0,0.2
Cash_from_Operations,-19.0,-28.9,-38.8,-15.3,-5.8,-2.4
Diluted_EPS,-1.236,-1.286,-1.775,-3.037,-0.28,-0.166
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,5.0,8.1,9.8,0.0,0.0,0.0
Net_Income,-40.0,-32.6,-40.1,-17.6,-5.8,-3.4
Revenue,5.4,3.5,,,,
Shares_Diluted,32.3755,25.3645,22.603,5.8015,20.7078,20.7078
Total_Assets,62.8,80.6,55.7,82.9,26.2,2.0
Total_Liabilities,32.0,19.2,13.4,2.7,1.7,0.9
