AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,12.4,4.3,6.3,0.8,2.0,4.4,0.6,0.1
Cash_from_Operations,-192.5,-151.4,-81.9,24.2,0.2,-35.2,-22.2,-7.0
Diluted_EPS,-4.109,-3.584,-3.825,-1.257,-0.49,-1.397,-0.792,-0.535
Goodwill_Intangibles,33.5,34.9,35.7,32.0,31.2,32.6,0.1,0.1
LT_Debt,0.1,0.1,0.0,0.0,0.0,4.4,0.0,0.0
Net_Income,-211.8,-180.6,-145.4,-36.6,-10.4,-33.8,-19.2,-12.9
Revenue,26.7,39.0,29.5,53.0,51.8,11.0,9.7,1.7
Shares_Diluted,51.5539,50.3825,38.022,29.0899,21.2494,24.1965,24.1965,24.1965
Total_Assets,389.1,538.4,368.2,244.5,132.0,94.0,23.1,50.7
Total_Liabilities,140.0,128.5,122.5,64.0,15.5,26.1,4.9,10.9
