AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.7,1.3,0.5,2.5,0.5,0.2
Cash_from_Operations,10.6,-4.4,1.6,2.5,2.8,-4.1
Diluted_EPS,-3.323,-50.963,1.002,-3.212,-11.636,-3.814
Goodwill_Intangibles,23.7,27.1,32.7,13.2,10.5,5.2
LT_Debt,0.2,0.0,0.7,1.7,0.8,0.0
Net_Income,-1.9,-22.4,0.5,-1.7,-6.0,-2.0
Revenue,541.5,570.5,365.8,291.4,209.0,92.8
Shares_Diluted,0.5601,0.4391,0.4852,0.5191,0.5191,0.5191
Total_Assets,149.6,162.3,160.2,105.4,66.6,43.3
Total_Liabilities,78.6,95.6,81.4,69.8,38.2,25.7
