AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,6.3,13.2,7.5,2.6,2.2,0.5
Cash_from_Operations,-419.5,-497.9,-399.7,-253.6,-136.6,-40.5
Diluted_EPS,-3.263,-3.897,-3.803,-2.479,-1.137,-0.266
Goodwill_Intangibles,28.7,44.9,,,,
LT_Debt,1707.6,1705.0,477.4,91.8,54.5,0.0
Net_Income,-481.2,-562.5,-448.7,-260.6,-92.0,-17.3
Revenue,77.6,69.7,8.2,40.6,0.0,0.0
Shares_Diluted,147.4731,144.3566,117.9955,105.0991,115.0,115.0
Total_Assets,623.0,1012.8,703.6,631.7,464.9,98.0
Total_Liabilities,1877.7,1883.2,645.7,223.2,150.1,12.2
