AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,,0.0,0.0,0.6,0.0,0.0,0.0
Cash_from_Operations,-5.9,-7.9,-7.8,-10.2,-8.0,-6.3,-8.4
Diluted_EPS,-0.276,-0.229,-0.288,-0.326,-0.215,-0.184,-0.432
Goodwill_Intangibles,0.7,0.9,1.6,2.2,2.7,1.9,2.3
LT_Debt,10.5,6.1,3.9,1.5,0.0,0.0,0.0
Net_Income,-10.5,-8.7,-10.8,-12.2,-7.5,-6.6,-15.5
Revenue,,0.1,0.4,1.7,1.4,1.4,1.7
Shares_Diluted,37.945,37.886,37.669,37.271,34.914,35.83,35.83
Total_Assets,3.2,3.2,3.9,7.4,10.7,9.6,3.2
Total_Liabilities,20.5,15.0,9.0,5.2,3.2,2.4,26.6
