AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-2.3,-0.5,-0.5,-0.4,-1.1,-2.8,-1.3,-1.4,-0.6
Diluted_EPS,-5.434,-24.707,,,,,,,
Goodwill_Intangibles,,,,0.0,0.0,0.0,0.0,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Net_Income,-2.9,-4.1,-10.2,-3.1,-5.6,-6.1,-3.1,-3.7,-2.9
Revenue,,0.4,0.2,0.0,0.0,0.0,0.2,0.2,0.0
Shares_Diluted,0.5346,0.167,0.008,,,,,,
Total_Assets,0.3,0.1,0.1,0.0,0.0,0.2,0.1,0.1,0.0
Total_Liabilities,5.0,5.4,16.0,10.3,7.5,4.0,1.7,1.1,0.0
