AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.7,2.4,0.0,,0.0,0.0,0.0
Cash_from_Operations,3.1,-36.2,-8.0,-1.1,-0.8,-10.8,1.4
Diluted_EPS,-0.245,-0.353,-0.989,-0.68,-0.55,-0.526,1.965
Goodwill_Intangibles,6.3,43.4,92.2,61.8,,,
LT_Debt,6.4,0.4,0.0,0.0,0.0,0.0,0.0
Net_Income,-19.4,-12.4,-11.2,-5.0,-2.4,-2.3,8.4
Revenue,5.5,1.6,0.1,5.1,1.9,43.2,201.0
Shares_Diluted,79.1971,35.0807,11.3416,7.4222,4.4003,4.3515,4.2983
Total_Assets,140.6,190.8,98.5,100.3,86.9,92.6,104.7
Total_Liabilities,20.1,52.8,14.6,13.6,9.0,7.4,16.9
