AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,,,,0.0,0.0,0.4,0.9
Cash_from_Operations,-2.4,-0.8,0.0,0.0,-1.6,-0.2,-1.6
Diluted_EPS,-0.344,-0.234,-0.035,-0.015,-0.264,-0.071,-0.059
Goodwill_Intangibles,2.5,2.7,3.0,3.2,3.5,3.7,4.0
LT_Debt,0.0,1.0,0.0,0.0,0.0,5.1,5.1
Net_Income,-11.8,-8.0,-1.2,-0.5,-9.0,-0.6,-1.9
Revenue,,0.0,0.4,0.7,0.5,1.2,0.3
Shares_Diluted,34.279,34.1529,34.1529,34.1529,34.1406,33.9188,32.7108
Total_Assets,9.4,8.0,3.0,3.4,3.8,18.1,19.9
Total_Liabilities,33.5,20.9,8.0,7.2,7.0,21.1,22.4
